DATETIME,DBTM (m),DMEA (m),MFIA (L/min),RPMA (rpm),SPPA (bar),WOBA (ton)
2010-06-28T00:08:13Z,2787.09,2787.09,1234.5544,110,66.2,6.66
2010-06-28T00:08:18Z,2787.11,2787.11,1234.3469,110,66.4,4.94
2010-06-28T00:08:23Z,2787.13,2787.13,1234.3469,110,66,3.59
2010-06-28T00:08:28Z,2787.16,2787.16,1234.5544,110,65.6,3.19
2010-06-28T00:08:33Z,2787.18,2787.18,1234.3469,110,66.8,4.97
2010-06-28T00:08:38Z,2787.23,2787.23,1234.3469,110,66.9,4.3
2010-06-28T00:08:43Z,2787.28,2787.28,1234.5544,110,66,6.06
2010-06-28T00:08:48Z,2787.3,2787.3,1234.5544,109,66,4.52
2010-06-28T00:08:53Z,2787.34,2787.34,1234.5544,110,66.1,3.23
2010-06-28T00:08:58Z,2787.36,2787.37,1234.5544,110,66,8.39
2010-06-28T00:09:03Z,2787.41,2787.41,1234.3469,110,66.2,6.02
2010-06-28T00:09:08Z,2787.43,2787.44,1234.3469,110,66.1,5.07
2010-06-28T00:09:13Z,2787.46,2787.46,1234.5544,110,65.9,5.78
2010-06-28T00:09:18Z,2787.51,2787.51,1234.5544,110,65.8,3.39
2010-06-28T00:09:23Z,2787.53,2787.53,1234.3469,110,66.2,7.32
2010-06-28T00:09:28Z,2787.57,2787.57,1234.3469,110,65.7,3.35
2010-06-28T00:09:33Z,2787.59,2787.6,1234.5544,110,65.9,9.08
2010-06-28T00:09:38Z,2787.6,2787.6,1234.3469,110,65.8,4.09
2010-06-28T00:09:43Z,2787.59,2787.6,1234.3469,110,65.4,4.89
2010-06-28T00:09:48Z,2787.62,2787.62,1234.3469,110,65.7,2.24
2010-06-28T00:09:53Z,2787.62,2787.62,1234.5544,110,65.8,6.05
2010-06-28T00:09:58Z,2787.62,2787.62,1234.3469,110,65.9,5.39
2010-06-28T00:10:03Z,2787.64,2787.65,1234.5544,110,65.7,5.79
2010-06-28T00:10:08Z,2787.67,2787.67,1234.3469,110,65.1,7.08
2010-06-28T00:10:13Z,2787.69,2787.69,1234.5544,110,65.7,4.16
2010-06-28T00:10:18Z,2787.73,2787.73,1234.3469,110,65.6,6.36
2010-06-28T00:10:23Z,2787.76,2787.76,1234.5544,110,65.6,8.22
2010-06-28T00:10:28Z,2787.79,2787.79,1234.3469,110,64.9,7.55
2010-06-28T00:10:33Z,2787.79,2787.79,1234.5544,110,65.5,11.21
2010-06-28T00:10:38Z,2787.78,2787.79,1234.5544,110,65.2,10.57
2010-06-28T00:10:43Z,2787.8,2787.81,1234.5544,110,65.5,7
2010-06-28T00:10:48Z,2787.84,2787.84,1234.5544,110,65.6,7.88
2010-06-28T00:10:53Z,2787.86,2787.86,1234.3469,110,65.4,7.75
2010-06-28T00:10:58Z,2787.88,2787.88,1234.3469,110,64.7,9.65
2010-06-28T00:11:03Z,2787.9,2787.9,1234.5544,110,65.3,9.11
2010-06-28T00:11:08Z,2787.93,2787.93,1234.5544,110,65.2,10.59
2010-06-28T00:11:13Z,2787.95,2787.95,1234.5544,110,65,11.13
2010-06-28T00:11:18Z,2787.97,2787.97,1234.5544,110,65,12.83
2010-06-28T00:11:23Z,2787.99,2787.99,1234.3469,110,65.4,14.06
2010-06-28T00:11:28Z,2787.99,2788,1234.5544,110,65.3,13.03
2010-06-28T00:11:33Z,2787.99,2788,1234.5544,110,65.2,9.44
2010-06-28T00:11:38Z,2788,2788,1234.5544,110,65.8,13.61
2010-06-28T00:11:43Z,2788,2788,1234.5544,110,65.2,9.02
2010-06-28T00:11:48Z,2788,2788,1234.5544,110,64.7,10.71
2010-06-28T00:11:53Z,2788,2788,1234.5544,110,66.2,7.05
2010-06-28T00:11:58Z,2787.99,2788,1234.5544,110,65.3,4.65
2010-06-28T00:12:03Z,2787.99,2788,1234.5544,110,66.1,7.81
2010-06-28T00:12:08Z,2787.99,2788,1234.5544,110,65.1,4.57
2010-06-28T00:12:13Z,2787.99,2788,1234.3469,110,65.1,4.28
2010-06-28T00:12:18Z,2788,2788,1234.3469,110,65,3.89
2010-06-28T00:12:23Z,2788.02,2788.02,1234.5544,110,66.1,3.16
2010-06-28T00:12:28Z,2788.02,2788.02,1234.5544,110,65,3.67
2010-06-28T00:12:33Z,2788.02,2788.02,1234.3469,110,65,3.7
2010-06-28T00:12:38Z,2788.01,2788.02,1234.3469,110,65,6.74
2010-06-28T00:12:43Z,2788.01,2788.02,1234.5544,110,64.4,1.62
2010-06-28T00:12:48Z,2788.02,2788.02,1234.5544,110,65,4.07
2010-06-28T00:12:53Z,2788.02,2788.02,1234.5544,110,65,2.46
2010-06-28T00:12:58Z,2788.03,2788.03,1234.3469,110,65.4,2.82
2010-06-28T00:13:03Z,2788.02,2788.03,1234.3469,110,65.1,5.01
2010-06-28T00:13:08Z,2788.02,2788.03,1234.5544,110,65.5,2.31
2010-06-28T00:13:13Z,2787.93,2788.03,1234.3469,110,65,13.66
2010-06-28T00:13:18Z,2787.81,2788.03,1234.3469,109,65,17.5
2010-06-28T00:13:23Z,2787.65,2788.03,1234.5544,110,65.2,14.57
2010-06-28T00:13:28Z,2787.41,2788.03,1234.5544,110,65.1,15.78
2010-06-28T00:13:33Z,2787.22,2788.03,1234.3469,110,64.8,17.45
2010-06-28T00:13:38Z,2787.12,2788.03,1234.5544,110,64.7,7.67
2010-06-28T00:13:43Z,2787.11,2788.03,1234.5544,110,64.9,8.56
2010-06-28T00:13:48Z,2787.11,2788.03,1234.5544,110,64.8,6.2
2010-06-28T00:13:53Z,2787.11,2788.03,1234.5544,110,65.3,7.63
2010-06-28T00:13:58Z,2787.04,2788.03,1234.5544,110,65.3,15.06
2010-06-28T00:14:03Z,2786.98,2788.03,1234.5544,110,65.3,14.47
2010-06-28T00:14:08Z,2786.84,2788.03,1234.3469,110,65.2,13.02
2010-06-28T00:14:13Z,2786.83,2788.03,1234.5544,110,64.5,13.37
2010-06-28T00:14:18Z,2786.83,2788.03,1234.3469,110,65,7.75
2010-06-28T00:14:23Z,2786.84,2788.03,1234.3469,110,65.5,11.81
2010-06-28T00:14:28Z,2786.83,2788.03,1234.3469,110,64.4,10.03
2010-06-28T00:14:33Z,2786.83,2788.03,1234.5544,110,65,9.22
2010-06-28T00:14:38Z,2786.74,2788.03,1234.3469,110,65.4,16.3
2010-06-28T00:14:43Z,2786.57,2788.03,1234.3469,110,65.3,15.51
2010-06-28T00:14:48Z,2786.35,2788.03,1234.5544,110,64.9,15.37
2010-06-28T00:14:53Z,2786.19,2788.03,1234.5544,110,65,14.79
2010-06-28T00:14:58Z,2785.95,2788.03,1234.5544,110,64.7,11
2010-06-28T00:15:03Z,2785.75,2788.03,1234.5544,110,64.4,12.76
2010-06-28T00:15:08Z,2785.41,2788.03,1234.5544,110,64.4,13.69
2010-06-28T00:15:13Z,2785.2,2788.03,1234.5544,110,64.4,9.73
2010-06-28T00:15:18Z,2784.87,2788.03,1234.5544,110,64.4,12.69
2010-06-28T00:15:23Z,2784.66,2788.03,1234.3469,109,64,12.35
2010-06-28T00:15:28Z,2784.37,2788.03,1234.3469,109,63.7,12.08
2010-06-28T00:15:33Z,2784.18,2788.03,1234.5544,110,64.4,11.46
2010-06-28T00:15:38Z,2783.88,2788.03,1234.3469,110,63.6,11.47
2010-06-28T00:15:43Z,2783.67,2788.03,1234.3469,110,64.2,12.78
2010-06-28T00:15:48Z,2783.37,2788.03,1234.3469,110,63.7,13.83
2010-06-28T00:15:53Z,2783.16,2788.03,1234.5544,110,64,14.83
2010-06-28T00:15:58Z,2782.83,2788.03,1234.5544,110,64.4,13.77
2010-06-28T00:16:03Z,2782.61,2788.03,1234.5544,110,64.1,12.31
2010-06-28T00:16:08Z,2782.26,2788.03,1234.3469,110,63.8,14.91
2010-06-28T00:16:13Z,2782.06,2788.03,1234.5544,110,64.7,11.58
2010-06-28T00:16:18Z,2781.75,2788.03,1234.5544,110,64.4,13.78
2010-06-28T00:16:23Z,2781.5,2788.03,1234.5544,110,64.8,14.44
2010-06-28T00:16:28Z,2781.14,2788.03,1234.5544,110,64.3,14.27
2010-06-28T00:16:33Z,2780.92,2788.03,1234.3469,110,64.3,13.92
2010-06-28T00:16:38Z,2780.53,2788.03,1234.3469,110,63.5,13.95
2010-06-28T00:16:43Z,2780.29,2788.03,1234.5544,110,64.8,14.22
2010-06-28T00:16:48Z,2779.87,2788.03,1234.3469,110,64.1,14.39
2010-06-28T00:16:53Z,2779.61,2788.03,1234.5544,110,64,12.68
2010-06-28T00:16:58Z,2779.23,2788.03,1234.3469,110,63.3,14.43
2010-06-28T00:17:03Z,2778.96,2788.03,1234.5544,110,64,14.62
2010-06-28T00:17:08Z,2778.54,2788.03,1234.3469,110,63.8,15.16
2010-06-28T00:17:13Z,2778.22,2788.03,1234.5544,110,63.8,14.59
2010-06-28T00:17:18Z,2777.77,2788.03,1234.3469,110,64,14.36
2010-06-28T00:17:23Z,2777.45,2788.03,1234.5544,110,64.1,14.02
2010-06-28T00:17:28Z,2776.98,2788.03,1234.3469,110,63.6,14.82
2010-06-28T00:17:33Z,2776.68,2788.03,1234.5544,110,63.1,16.35
2010-06-28T00:17:38Z,2776.2,2788.03,1234.5544,110,63.8,14.88
2010-06-28T00:17:43Z,2775.84,2788.03,1234.5544,110,63.7,16.27
2010-06-28T00:17:48Z,2775.34,2788.03,1234.5544,110,63.8,16.1
2010-06-28T00:17:53Z,2775,2788.03,1234.5544,110,63.1,15.96
2010-06-28T00:17:58Z,2774.49,2788.03,1234.5544,110,63.8,14.55
2010-06-28T00:18:03Z,2774.11,2788.03,1234.5544,110,64,15.54
2010-06-28T00:18:08Z,2773.54,2788.03,1234.5544,110,62.9,14.73
2010-06-28T00:18:13Z,2773.15,2788.03,1234.5544,110,63.7,16.82
2010-06-28T00:18:18Z,2772.56,2788.03,1234.3469,110,63,16.83
2010-06-28T00:18:23Z,2772.17,2788.03,1234.5544,110,63.7,16.94
2010-06-28T00:18:28Z,2771.59,2788.03,1234.5544,109,63.2,16.3
2010-06-28T00:18:33Z,2771.23,2788.03,1234.5544,110,63.5,14.76
2010-06-28T00:18:38Z,2770.65,2788.03,1234.3469,110,63.4,17.63
2010-06-28T00:18:43Z,2770.3,2788.03,1234.5544,110,63.3,15.99
2010-06-28T00:18:48Z,2769.74,2788.03,1234.5544,110,63.5,15.25
2010-06-28T00:18:53Z,2769.37,2788.03,1234.3469,110,63.4,17.25
2010-06-28T00:18:58Z,2768.85,2788.03,1234.3469,110,63.3,16.89
2010-06-28T00:19:03Z,2768.48,2788.03,1234.5544,110,63.3,13.11
2010-06-28T00:19:08Z,2767.95,2788.03,1234.5544,110,63.5,15.9
2010-06-28T00:19:13Z,2767.57,2788.03,1234.5544,110,63,16.03
2010-06-28T00:19:18Z,2767.04,2788.03,1234.5544,109,63.3,16.6
2010-06-28T00:19:23Z,2766.67,2788.03,1234.3469,110,63.4,17.34
2010-06-28T00:19:28Z,2766.11,2788.03,1234.5544,110,63.5,15.98
2010-06-28T00:19:33Z,2765.79,2788.03,1234.5544,110,63.2,16.09
2010-06-28T00:19:38Z,2765.21,2788.03,1234.5544,110,63.3,16.17
2010-06-28T00:19:43Z,2764.87,2788.03,1234.5544,110,63.3,16.76
2010-06-28T00:19:48Z,2764.33,2788.03,1234.5544,110,63.1,16.36
2010-06-28T00:19:53Z,2763.96,2788.03,1234.3469,110,63.2,17
2010-06-28T00:19:58Z,2763.39,2788.03,1234.3469,110,63,16.83
2010-06-28T00:20:03Z,2763.02,2788.03,1234.5544,110,55.7,16.26
2010-06-28T00:20:08Z,2762.44,2788.03,1236.6296,110,50.7,17.43
2010-06-28T00:20:13Z,2762.06,2788.03,1235.2462,110,44.5,16.22
2010-06-28T00:20:18Z,2761.57,2788.03,1235.2462,110,42,16.49
2010-06-28T00:20:23Z,2761.2,2788.03,1235.2462,110,40.6,18.43
2010-06-28T00:20:28Z,2760.9,2788.03,1235.2462,110,40.1,-2.22
2010-06-28T00:20:33Z,2761.34,2788.03,1235.4537,110,39.1,-0.97
2010-06-28T00:20:38Z,2761.71,2788.03,1235.2462,110,39.7,2.37
2010-06-28T00:20:43Z,2762.24,2788.03,1235.2462,110,40.2,-3.33
2010-06-28T00:20:48Z,2762.9,2788.03,1235.0386,110,40,-1.8
2010-06-28T00:20:53Z,2763.34,2788.03,1235.4537,110,40.8,-3.29
2010-06-28T00:20:58Z,2764.04,2788.03,1235.2462,110,40.1,-1.83
2010-06-28T00:21:03Z,2764.55,2788.03,1235.2462,110,40.7,-2.83
2010-06-28T00:21:08Z,2765.21,2788.03,1235.2462,110,39.7,-3.85
2010-06-28T00:21:13Z,2765.74,2788.03,1235.4537,110,40.2,-3.63
2010-06-28T00:21:18Z,2766.5,2788.03,1235.2462,110,39.3,-3.06
2010-06-28T00:21:23Z,2767.03,2788.03,1235.2462,110,40.2,-0.57
2010-06-28T00:21:28Z,2767.83,2788.03,1235.2462,110,39.8,-4.86
2010-06-28T00:21:33Z,2768.47,2788.03,1235.2462,110,40,-2.88
2010-06-28T00:21:38Z,2769.38,2788.03,1235.4537,110,40.5,-1.42
2010-06-28T00:21:43Z,2769.99,2788.03,1235.0386,110,40.5,-3.74
2010-06-28T00:21:48Z,2770.9,2788.03,1235.4537,110,41.8,-2.51
2010-06-28T00:21:53Z,2771.51,2788.03,1235.2462,110,40.7,-0.99
2010-06-28T00:21:58Z,2772.42,2788.03,1235.2462,110,41.6,-2.65
2010-06-28T00:22:03Z,2773.05,2788.03,1235.2462,110,40.6,-3.34
2010-06-28T00:22:08Z,2773.96,2788.03,1235.2462,110,40.6,-2.94
2010-06-28T00:22:13Z,2774.6,2788.03,1235.2462,109,40.4,-1.19
2010-06-28T00:22:18Z,2775.57,2788.03,1235.2462,110,40.5,-2.22
2010-06-28T00:22:23Z,2776.26,2788.03,1235.4537,110,40.1,-2.23
2010-06-28T00:22:28Z,2777.26,2788.03,1235.2462,109,40.2,-3.24
2010-06-28T00:22:33Z,2777.91,2788.03,1235.2462,110,41.6,-1.81
2010-06-28T00:22:38Z,2778.8,2788.03,1235.2462,110,40.5,-2.7
2010-06-28T00:22:43Z,2779.41,2788.03,1235.2462,110,41.7,-1.54
2010-06-28T00:22:48Z,2780.3,2788.03,1235.2462,109,40.6,-2.66
2010-06-28T00:22:53Z,2780.91,2788.03,1235.2462,109,41.5,-1.33
2010-06-28T00:22:58Z,2781.76,2788.03,1235.2462,110,40,-2.12
2010-06-28T00:23:03Z,2782.3,2788.03,1235.4537,110,40.5,-2.96
2010-06-28T00:23:08Z,2783.14,2788.03,1235.2462,110,40.2,-4.23
2010-06-28T00:23:13Z,2783.72,2788.03,1235.2462,110,40.4,-3.55
2010-06-28T00:23:18Z,2784.55,2788.03,1235.2462,110,40.9,-7.97
2010-06-28T00:23:23Z,2784.98,2788.03,1235.2462,71,39.4,-4.22
2010-06-28T00:23:28Z,2785.35,2788.03,1235.4537,0,40,-4.6
2010-06-28T00:23:33Z,2785.58,2788.03,1235.2462,0,36.1,-3.11
2010-06-28T00:23:38Z,2785.92,2788.03,1235.4537,0,39.1,1.28
2010-06-28T00:23:43Z,2785.86,2788.03,1235.2462,0,28.8,4.52
2010-06-28T00:23:48Z,2785.69,2788.03,1235.2462,0,38.2,1.74
2010-06-28T00:23:53Z,2785.53,2788.03,1235.2462,40,28.8,6.37
2010-06-28T00:23:58Z,2785.52,2788.03,1235.4537,40,35.8,6.2
2010-06-28T00:24:03Z,2785.53,2788.03,1235.2462,40,37.1,6.16
2010-06-28T00:24:08Z,2785.53,2788.03,1235.2462,40,36.1,6.28
2010-06-28T00:24:13Z,2785.53,2788.03,1235.4537,40,39,7.99
2010-06-28T00:24:18Z,2785.53,2788.03,1235.2462,40,35.3,5.07
2010-06-28T00:24:23Z,2785.53,2788.03,1235.4537,56,38.3,7.77
2010-06-28T00:24:28Z,2785.53,2788.03,1235.4537,63,28.2,7.68
2010-06-28T00:24:33Z,2785.53,2788.03,1235.2462,62,38.3,9.25
2010-06-28T00:24:38Z,2785.53,2788.03,1235.4537,72,28.6,8.59
2010-06-28T00:24:43Z,2785.52,2788.03,1235.2462,77,36.4,6.94
2010-06-28T00:24:48Z,2785.53,2788.03,1235.2462,85,33.9,8.61
2010-06-28T00:24:53Z,2785.53,2788.03,1235.2462,85,36.9,6.75
2010-06-28T00:24:58Z,2785.53,2788.03,1235.2462,85,37.3,7.2
2010-06-28T00:25:03Z,2785.53,2788.03,1235.2462,109,36.6,8.4
2010-06-28T00:25:08Z,2785.53,2788.03,1235.2462,109,40.8,7.72
2010-06-28T00:25:13Z,2785.53,2788.03,1235.4537,109,31.7,13.86
2010-06-28T00:25:18Z,2785.65,2788.03,1235.2462,110,41.3,-3.36
2010-06-28T00:25:23Z,2785.81,2788.03,1235.2462,111,31.1,-3.63
2010-06-28T00:25:28Z,2786.06,2788.03,1235.2462,111,39.8,-1.29
2010-06-28T00:25:33Z,2786.27,2788.03,1235.4537,110,33.3,-1.17
2010-06-28T00:25:38Z,2786.62,2788.03,1235.2462,111,39.1,-5.45
2010-06-28T00:25:43Z,2786.82,2788.03,1235.2462,110,40.9,-3.7
2010-06-28T00:25:48Z,2786.99,2788.03,1235.4537,110,38.9,-4.35
2010-06-28T00:25:53Z,2787.06,2788.03,1235.2462,111,41.1,-0.54
2010-06-28T00:25:58Z,2787.15,2788.03,1235.2462,110,35.4,-3.37
2010-06-28T00:26:03Z,2787.28,2788.03,1235.2462,111,41.5,-1.96
2010-06-28T00:26:08Z,2787.39,2788.03,1235.2462,111,30.6,-3.08
2010-06-28T00:26:13Z,2787.48,2788.03,1235.2462,111,41,-2.69
2010-06-28T00:26:18Z,2787.62,2788.03,1235.4537,110,31.1,-1.73
2010-06-28T00:26:23Z,2787.71,2788.03,1235.0386,111,39.9,-6.14
2010-06-28T00:26:28Z,2787.69,2788.03,1235.2462,110,31.6,10.12
2010-06-28T00:26:33Z,2787.62,2788.03,1235.2462,110,38.7,14.65
2010-06-28T00:26:38Z,2787.44,2788.03,1235.2462,110,40.6,14.27
2010-06-28T00:26:43Z,2787.3,2788.03,1235.4537,111,37.9,11.63
2010-06-28T00:26:48Z,2787.09,2788.03,1235.2462,111,41.3,12.93
2010-06-28T00:26:53Z,2786.97,2788.03,1235.2462,111,36.7,13.6
2010-06-28T00:26:58Z,2786.81,2788.03,1235.2462,110,40.7,15.42
2010-06-28T00:27:03Z,2786.7,2788.03,1235.2462,110,30.5,11.29
2010-06-28T00:27:08Z,2786.58,2788.03,1235.4537,111,40.6,14.36
2010-06-28T00:27:13Z,2786.48,2788.03,1235.2462,111,33.8,14.28
2010-06-28T00:27:18Z,2786.34,2788.03,1235.4537,110,38.4,14.14
2010-06-28T00:27:23Z,2786.27,2788.03,1235.2462,111,36.3,14.83
2010-06-28T00:27:28Z,2786.15,2788.03,1235.2462,111,38.5,10.44
2010-06-28T00:27:33Z,2786.06,2788.03,1235.2462,110,41.4,14.05
2010-06-28T00:27:38Z,2785.95,2788.03,1235.2462,111,34.4,15.42
2010-06-28T00:27:43Z,2785.88,2788.03,1235.4537,111,41.7,13.53
2010-06-28T00:27:48Z,2785.76,2788.03,1235.2462,110,32.7,14.51
2010-06-28T00:27:53Z,2785.67,2788.03,1235.4537,110,40.2,14.96
2010-06-28T00:27:58Z,2785.53,2788.03,1235.2462,110,30.6,15.4
2010-06-28T00:28:03Z,2785.44,2788.03,1235.2462,111,39.5,13.53
2010-06-28T00:28:08Z,2785.3,2788.03,1235.2462,110,31,10.55
2010-06-28T00:28:13Z,2785.18,2788.03,1235.2462,111,38,12.4
2010-06-28T00:28:18Z,2785.02,2788.03,1235.2462,110,40.6,13.42
