DATETIME,DBTM (m),DMEA (m),MFIA (L/min),RPMA (rpm),SPPA (bar),WOBA (ton)
2010-06-27T18:01:23Z,2677.65,2677.66,1331.0526,53,63.3,4.75
2010-06-27T18:01:28Z,2677.66,2677.66,1331.0526,53,63.7,3.97
2010-06-27T18:01:33Z,2677.65,2677.66,1331.0526,52,63.7,2.25
2010-06-27T18:01:38Z,2677.65,2677.66,1331.0526,52,63.8,4.82
2010-06-27T18:01:43Z,2677.65,2677.66,1331.0526,52,64.6,3.05
2010-06-27T18:01:48Z,2677.65,2677.66,1331.0526,52,63.8,3.74
2010-06-27T18:01:53Z,2677.69,2677.7,1331.0526,52,64,1.91
2010-06-27T18:01:58Z,2677.71,2677.72,1331.0526,52,64.2,2.72
2010-06-27T18:02:03Z,2677.74,2677.75,1331.0526,53,64.7,2.82
2010-06-27T18:02:08Z,2677.77,2677.77,1331.0526,52,63.9,2.69
2010-06-27T18:02:13Z,2677.77,2677.77,1331.0526,52,63.1,2.98
2010-06-27T18:02:18Z,2677.79,2677.79,1331.0526,52,64,2.74
2010-06-27T18:02:23Z,2677.82,2677.82,1331.0526,52,64.2,4.47
2010-06-27T18:02:28Z,2677.82,2677.82,1331.0526,53,64.2,5.15
2010-06-27T18:02:33Z,2677.81,2677.82,1331.0526,52,63.7,5.38
2010-06-27T18:02:38Z,2677.82,2677.82,1331.0526,52,64.2,2.5
2010-06-27T18:02:43Z,2677.81,2677.82,1331.0526,53,64.1,3.38
2010-06-27T18:02:48Z,2677.81,2677.82,1331.0526,56,63.9,3.02
2010-06-27T18:02:53Z,2677.82,2677.82,1331.0526,56,64.1,2.55
2010-06-27T18:02:58Z,2677.81,2677.82,1331.0526,63,64,4.75
2010-06-27T18:03:03Z,2677.84,2677.84,1331.0526,64,63.9,2.91
2010-06-27T18:03:08Z,2677.86,2677.86,1331.0526,72,64.1,3.7
2010-06-27T18:03:13Z,2677.91,2677.91,1331.0526,81,64.2,4.83
2010-06-27T18:03:18Z,2677.94,2677.94,1331.0526,81,64.5,5.1
2010-06-27T18:03:23Z,2677.94,2677.94,1331.0526,81,64.7,5.51
2010-06-27T18:03:28Z,2677.95,2677.96,1331.0526,81,64.7,5.73
2010-06-27T18:03:33Z,2677.96,2677.96,1331.0526,81,64.9,4.37
2010-06-27T18:03:38Z,2677.98,2677.98,1330.7759,81,64.8,3.14
2010-06-27T18:03:43Z,2678.02,2678.02,1331.0526,81,65.5,5.36
2010-06-27T18:03:48Z,2678.02,2678.03,1331.0526,80,64.9,4.89
2010-06-27T18:03:53Z,2678.03,2678.03,1331.0526,80,65.4,2.13
2010-06-27T18:03:58Z,2678.07,2678.08,1331.0526,80,65.9,4.5
2010-06-27T18:04:03Z,2678.1,2678.1,1331.0526,81,65.6,6.29
2010-06-27T18:04:08Z,2678.09,2678.1,1331.0526,81,65.7,2.83
2010-06-27T18:04:13Z,2678.12,2678.12,1331.0526,81,65.5,5.92
2010-06-27T18:04:18Z,2678.15,2678.15,1331.0526,81,66.2,6.05
2010-06-27T18:04:23Z,2678.14,2678.15,1330.7759,81,65.5,4.3
2010-06-27T18:04:28Z,2678.14,2678.15,1331.0526,81,65.9,4.2
2010-06-27T18:04:33Z,2678.17,2678.17,1331.0526,81,65.8,2.68
2010-06-27T18:04:38Z,2678.17,2678.17,1331.3293,81,65.7,4.41
2010-06-27T18:04:43Z,2678.19,2678.19,1331.0526,81,64.8,4.86
2010-06-27T18:04:48Z,2678.23,2678.23,1331.0526,81,65.8,4.02
2010-06-27T18:04:53Z,2678.26,2678.26,1330.7759,80,65.3,2.99
2010-06-27T18:04:58Z,2678.31,2678.31,1331.0526,81,65.5,4.34
2010-06-27T18:05:03Z,2678.33,2678.33,1331.0526,81,66,4.37
2010-06-27T18:05:08Z,2678.33,2678.33,1331.0526,81,66.3,6.13
2010-06-27T18:05:13Z,2678.35,2678.35,1331.0526,81,66,4.75
2010-06-27T18:05:18Z,2678.38,2678.38,1331.0526,81,66.1,4.62
2010-06-27T18:05:23Z,2678.4,2678.4,1331.0526,81,66.3,4.93
2010-06-27T18:05:28Z,2678.45,2678.45,1331.0526,81,65.7,2.71
2010-06-27T18:05:33Z,2678.49,2678.49,1331.0526,81,66.1,4.47
2010-06-27T18:05:38Z,2678.52,2678.52,1330.7759,80,66,4.48
2010-06-27T18:05:43Z,2678.54,2678.54,1331.0526,80,65.6,4.23
2010-06-27T18:05:48Z,2678.59,2678.59,1330.7759,81,66.1,5.6
2010-06-27T18:05:53Z,2678.6,2678.6,1330.7759,80,66.4,5.42
2010-06-27T18:05:58Z,2678.63,2678.63,1331.0526,81,66.2,6.41
2010-06-27T18:06:03Z,2678.68,2678.68,1330.7759,81,67,2.99
2010-06-27T18:06:08Z,2678.73,2678.73,1331.0526,81,66.5,4.86
2010-06-27T18:06:13Z,2678.74,2678.75,1331.0526,81,65.5,5.29
2010-06-27T18:06:18Z,2678.77,2678.77,1330.7759,81,66.7,5.31
2010-06-27T18:06:23Z,2678.8,2678.8,1331.0526,81,66.3,4.44
2010-06-27T18:06:28Z,2678.82,2678.82,1331.0526,81,66.5,3.8
2010-06-27T18:06:33Z,2678.82,2678.82,1331.0526,80,65.9,6.47
2010-06-27T18:06:38Z,2678.84,2678.84,1331.0526,80,66.7,5.39
2010-06-27T18:06:43Z,2678.89,2678.89,1331.0526,81,66.3,3.8
2010-06-27T18:06:48Z,2678.91,2678.91,1331.0526,81,66.7,5.06
2010-06-27T18:06:53Z,2678.96,2678.96,1331.0526,81,66.7,5.08
2010-06-27T18:06:58Z,2678.99,2678.99,1331.0526,81,66.8,5.03
2010-06-27T18:07:03Z,2679.03,2679.03,1331.0526,81,66.9,5.18
2010-06-27T18:07:08Z,2679.05,2679.05,1331.0526,81,66.8,4.34
2010-06-27T18:07:13Z,2679.07,2679.07,1331.0526,81,66.6,4.7
2010-06-27T18:07:18Z,2679.09,2679.1,1331.0526,81,66.9,5.45
2010-06-27T18:07:23Z,2679.13,2679.13,1330.7759,81,66.7,4.14
2010-06-27T18:07:28Z,2679.17,2679.17,1331.0526,81,67,6.32
2010-06-27T18:07:33Z,2679.19,2679.19,1331.0526,81,66.2,5.33
2010-06-27T18:07:38Z,2679.21,2679.22,1330.7759,81,66.9,6.17
2010-06-27T18:07:43Z,2679.23,2679.23,1331.0526,81,66.7,4.88
2010-06-27T18:07:48Z,2679.23,2679.23,1331.0526,80,67.3,5.64
2010-06-27T18:07:53Z,2679.26,2679.26,1331.0526,80,66.6,4.42
2010-06-27T18:07:58Z,2679.28,2679.28,1330.7759,80,67,4.48
2010-06-27T18:08:03Z,2679.3,2679.3,1331.0526,80,67.1,4.77
2010-06-27T18:08:08Z,2679.33,2679.33,1330.7759,81,66.1,3.97
2010-06-27T18:08:13Z,2679.35,2679.35,1331.0526,81,66.9,4.64
2010-06-27T18:08:18Z,2679.37,2679.37,1330.7759,80,66.3,5.28
2010-06-27T18:08:23Z,2679.42,2679.42,1331.0526,81,66.6,3.95
2010-06-27T18:08:28Z,2679.45,2679.45,1331.0526,81,67.2,5.97
2010-06-27T18:08:33Z,2679.44,2679.45,1331.0526,81,66.5,4.53
2010-06-27T18:08:38Z,2679.47,2679.47,1331.0526,81,67,4.41
2010-06-27T18:08:43Z,2679.47,2679.47,1331.0526,81,67,4.11
2010-06-27T18:08:48Z,2679.49,2679.49,1330.7759,81,66.6,5.77
2010-06-27T18:08:53Z,2679.54,2679.54,1331.0526,81,67.2,3.64
2010-06-27T18:08:58Z,2679.56,2679.56,1330.7759,81,67.6,5.77
2010-06-27T18:09:03Z,2679.56,2679.56,1330.7759,80,68.1,5.91
2010-06-27T18:09:08Z,2679.56,2679.56,1331.3293,81,67.2,7.15
2010-06-27T18:09:13Z,2679.56,2679.56,1330.7759,80,66.6,5.22
2010-06-27T18:09:18Z,2679.56,2679.56,1331.0526,81,67,5.07
2010-06-27T18:09:23Z,2679.56,2679.56,1330.7759,81,67.3,5.28
2010-06-27T18:09:28Z,2679.56,2679.56,1331.0526,80,67,4.24
2010-06-27T18:09:33Z,2679.56,2679.56,1331.0526,81,67.7,3.7
2010-06-27T18:09:38Z,2679.56,2679.57,1331.0526,81,67.1,4.16
2010-06-27T18:09:43Z,2679.56,2679.57,1331.0526,81,67.9,-12.76
2010-06-27T18:09:48Z,2679.56,2679.57,1331.0526,81,66.7,-12.69
2010-06-27T18:09:53Z,2679.57,2679.57,1331.0526,81,67,-1.74
2010-06-27T18:09:58Z,2679.57,2679.57,1331.0526,81,67.1,0.03
2010-06-27T18:10:03Z,2679.56,2679.57,1330.7759,81,66.9,-0.02
2010-06-27T18:10:08Z,2679.56,2679.57,1331.0526,81,67.1,-1.34
2010-06-27T18:10:13Z,2679.57,2679.57,1330.7759,81,67.2,-1.09
2010-06-27T18:10:18Z,2679.56,2679.57,1331.0526,81,67.8,-1.94
2010-06-27T18:10:23Z,2679.49,2679.57,1331.0526,81,67.4,15.29
2010-06-27T18:10:28Z,2679.42,2679.57,1331.0526,81,67.4,3.27
2010-06-27T18:10:33Z,2679.17,2679.57,1331.0526,81,68.1,5.04
2010-06-27T18:10:38Z,2679,2679.57,1331.0526,81,67.4,5.43
2010-06-27T18:10:43Z,2678.94,2679.57,1331.0526,81,67.5,3.27
2010-06-27T18:10:48Z,2678.58,2679.57,1331.0526,81,67.6,4.18
2010-06-27T18:10:53Z,2678.33,2679.57,1330.7759,81,67.7,2.92
2010-06-27T18:10:58Z,2678.16,2679.57,1331.0526,81,67.1,2.73
2010-06-27T18:11:03Z,2677.93,2679.57,1330.7759,80,67.6,3
